Size,CNOTs,cnot Depth
25,814,195
25,754,179
25,754,188
25,852,212
25,740,177
25,796,200
25,864,248
25,734,166
25,800,193
25,805,212
25,770,197
25,852,244
25,791,197
25,751,178
25,752,186
25,850,215
25,903,220
